OBJECTID;CODIGO;NOMBRE;CATEGORIA;TECNOLOGIA;FECHA_INSTALACION;altitud;latitud;longitud;DEPARTAMENTO;MUNICIPIO;AREA_OPERATIVA;AREA_HIDROGRAFICA;ZONA_HIDROGRAFICA;SUBZONA_HIDROGRAFICA;CORRIENTE;altitudDEM;ID_REG;LimSup;LimSupD_PT;NThsnPol
1025;24017830;SUTAMARCHAN [24017830];Limnimétrica;Convencional;15/02/1987 0:00:00;2500;5.618388889;-73.612861109999997;Boyacá;Sutamarchán;Area Operativa 06 - Boyacá-Casanare-Vichada;Magdalena Cauca;Sogamoso;Río Suárez;Sutamarchan;2082;15;277.379999999999995;96.949313075000006;T577
1026;24037580;SAN FRANCISCO [24037580];Limnimétrica;Convencional;15/03/1991 0:00:00;2700;5.579638889;-73.213222220000006;Boyacá;Toca;Area Operativa 06 - Boyacá-Casanare-Vichada;Magdalena Cauca;Sogamoso;Río Chicamocha;Riogrande;2670;7;264.730000000000018;68.851273950000007;T663
1027;24037020;COPA LA [24037020];Limnimétrica;Convencional;15/04/1990 0:00:00;2700;5.579194444;-73.208777780000005;Boyacá;Toca;Area Operativa 06 - Boyacá-Casanare-Vichada;Magdalena Cauca;Sogamoso;Río Chicamocha;Tuta;2671;7;264.730000000000018;68.851273950000007;T663
1028;24010830;SAN PEDRO IGUAQUE [24010830];Pluviográfica;Convencional;15/08/1980 0:00:00;2985;5.64;-73.450444439999998;Boyacá;Chíquiza;Area Operativa 06 - Boyacá-Casanare-Vichada;Magdalena Cauca;Sogamoso;Río Suárez;;2954;11;313.949999999999989;96.533378200000001;T588
1029;35070010;RAMIRIQUI [35070010];Pluviográfica;Convencional;15/06/1957 0:00:00;2360;5.399527778;-73.332972220000002;Boyacá;Ramiriquí;Area Operativa 06 - Boyacá-Casanare-Vichada;Orinoco;Meta;Río Garagoa;;2341;12;368;63.404691560000003;T1167
1030;35070310;TEATINOS [35070310];Pluviográfica;Convencional;15/04/1990 0:00:00;3250;5.422822222;-73.375777780000007;Boyacá;Samacá;Area Operativa 06 - Boyacá-Casanare-Vichada;Orinoco;Meta;Río Garagoa;;2737;12;368;75.420013920000002;T1541
1031;24030820;AZULEJOS LOS [24030820];Pluviográfica;Convencional;15/06/1976 0:00:00;2780;5.663722222;-73.210111110;Boyacá;Tuta;Area Operativa 06 - Boyacá-Casanare-Vichada;Magdalena Cauca;Sogamoso;Río Chicamocha;;2676;7;264.730000000000018;75.562282949999997;T650
1032;21201640;VILLAPINZON GRANJA [21201640];Pluviográfica;Convencional;15/05/1987 0:00:00;2745;5.263750000;-73.590861110000006;Cundinamarca;Villapinzón;Area Operativa 11 - Cundinamarca-Amazonas;Magdalena Cauca;Alto Magdalena;Río Bogotá;;2805;15;277.379999999999995;76.531685109999998;T360
1033;24010630;ARCABUCO [24010630];Pluviométrica;Convencional;15/02/1974 0:00:00;2600;5.760583333;-73.444138890000005;Boyacá;Arcabuco;Area Operativa 06 - Boyacá-Casanare-Vichada;Magdalena Cauca;Sogamoso;Río Suárez;;2528;11;313.949999999999989;131.135908980000011;T578
1034;24030500;COL DPTAL AGROP [24030500];Pluviométrica;Convencional;15/05/1992 0:00:00;2900;5.558833333;-73.281666670000007;Boyacá;Chivatá;Area Operativa 06 - Boyacá-Casanare-Vichada;Magdalena Cauca;Sogamoso;Río Chicamocha;;2934;7;264.730000000000018;81.152193749999995;T669
1035;24030310;COMBITA [24030310];Pluviométrica;Convencional;15/08/1958 0:00:00;2820;5.628916667;-73.323999999999998;Boyacá;Cómbita;Area Operativa 06 - Boyacá-Casanare-Vichada;Magdalena Cauca;Sogamoso;Río Chicamocha;;2842;7;264.730000000000018;81.293739660;T624
1036;24010810;GACHANTIVA [24010810];Pluviométrica;Convencional;15/08/1980 0:00:00;2375;5.750805556;-73.548916669999997;Boyacá;Gachantivá;Area Operativa 06 - Boyacá-Casanare-Vichada;Magdalena Cauca;Sogamoso;Río Suárez;;2382;11;313.949999999999989;133.830601400000006;T586
1037;24010410;EMPORIO EL HACIENDA [24010410];Pluviométrica;Convencional;15/08/1964 0:00:00;2120;5.602083333;-73.545277780000006;Boyacá;Villa De Leiva;Area Operativa 06 - Boyacá-Casanare-Vichada;Magdalena Cauca;Sogamoso;Río Suárez;;2125;15;277.379999999999995;96.949313075000006;T577
1038;24010840;PANELAS [24010840];Pluviométrica;Convencional;15/08/1980 0:00:00;3195;5.634381111;-73.386470560000006;Boyacá;Motavita;Area Operativa 06 - Boyacá-Casanare-Vichada;Magdalena Cauca;Sogamoso;Río Suárez;;3213;11;313.949999999999989;96.675295675000001;T589
1039;24030450;ENCANTO EL [24030450];Pluviométrica;Convencional;15/05/1992 0:00:00;2645;5.606333333;-73.323361109999993;Boyacá;Oicatá;Area Operativa 06 - Boyacá-Casanare-Vichada;Magdalena Cauca;Sogamoso;Río Chicamocha;;2702;7;264.730000000000018;81.293739660;T624
1040;24010180;RAQUIRA [24010180];Pluviométrica;Convencional;15/01/1958 0:00:00;2290;5.538777778;-73.631361110;Boyacá;Ráquira;Area Operativa 06 - Boyacá-Casanare-Vichada;Magdalena Cauca;Sogamoso;Río Suárez;;2176;15;277.379999999999995;107.836746599999998;T573
1041;24030380;SOTAQUIRA [24030380];Pluviométrica;Convencional;15/09/1960 0:00:00;2860;5.749661111;-73.234923060;Boyacá;Sotaquirá;Area Operativa 06 - Boyacá-Casanare-Vichada;Magdalena Cauca;Sogamoso;Río Chicamocha;;2548;7;264.730000000000018;154.215870090000010;T630
1042;24030420;PILA LA FINCA [24030420];Pluviométrica;Convencional;15/05/1992 0:00:00;2873;5.518916667;-73.310722220000002;Boyacá;Soracá;Area Operativa 06 - Boyacá-Casanare-Vichada;Magdalena Cauca;Sogamoso;Río Chicamocha;;2903;7;264.730000000000018;76.764500999999996;T658
1043;35070040;TIBANA [35070040];Pluviométrica;Convencional;15/09/1958 0:00:00;2115;5.315277778;-73.395944439999994;Boyacá;Tibaná;Area Operativa 06 - Boyacá-Casanare-Vichada;Orinoco;Meta;Río Garagoa;;2102;12;368;126.038614365000001;T1170
1044;24030800;CASA AMARILLA [24030800];Pluviométrica;Convencional;15/03/1974 0:00:00;3200;5.533805556;-73.163499999999999;Boyacá;Toca;Area Operativa 06 - Boyacá-Casanare-Vichada;Magdalena Cauca;Sogamoso;Río Chicamocha;;3190;7;264.730000000000018;103.242970400000004;T649
1045;35070030;TURMEQUE [35070030];Pluviométrica;Convencional;15/07/1957 0:00:00;2400;5.317750000;-73.496361109999995;Boyacá;Turmequé;Area Operativa 06 - Boyacá-Casanare-Vichada;Orinoco;Meta;Río Garagoa;;2377;12;368;114.675769000000003;T1169
1046;24030530;SAN ANTONIO [24030530];Pluviométrica;Convencional;15/04/1971 0:00:00;2580;5.698722222;-73.234222220000007;Boyacá;Tuta;Area Operativa 06 - Boyacá-Casanare-Vichada;Magdalena Cauca;Sogamoso;Río Chicamocha;;2570;7;264.730000000000018;103.187494169999994;T634
1047;35070020;VENTAQUEMADA [35070020];Pluviométrica;Convencional;15/03/1956 0:00:00;2630;5.383055556;-73.602888890000003;Boyacá;Ventaquemada;Area Operativa 06 - Boyacá-Casanare-Vichada;Magdalena Cauca;Sogamoso;Río Suárez;;3459;15;277.379999999999995;154.834314790000008;T1168
1048;35080010;ZETAQUIRA [35080010];Pluviométrica;Convencional;15/06/1957 0:00:00;1720;5.282972222;-73.169277780000002;Boyacá;Zetaquirá;Area Operativa 06 - Boyacá-Casanare-Vichada;Orinoco;Meta;Río Lengupá;;1648;12;368;154.672780499999988;T1193
1049;35195060;TOQUILLA - AUT [35195060];Climática Ordinaria;Automática con Telemetría. Convencional;15/12/2016 0:00:00;2950;5.523611111;-72.790972220;Boyacá;Aquitania;Area Operativa 06 - Boyacá-Casanare-Vichada;Orinoco;Meta;Río Cusiana;;2940;12;368;128.236773699999986;T1223
1050;35095030;TUNEL EL [35095030];Climática Ordinaria;Convencional;15/02/1971 0:00:00;30;5.574913889;-72.947694440000006;Boyacá;Cuítiva;Area Operativa 06 - Boyacá-Casanare-Vichada;Magdalena Cauca;Sogamoso;Río Chicamocha;;3010;7;264.730000000000018;183.702062140000010;T1207
1051;35195050;CORINTO [35195050];Climática Ordinaria;Convencional;15/06/1984 0:00:00;1550;5.407277778;-72.717222219999996;Boyacá;Pajarito;Area Operativa 06 - Boyacá-Casanare-Vichada;Orinoco;Meta;Río Cusiana;;1512;12;368;133.168570205000009;T1222
1052;24035150;BELENCITO [24035150];Climática Principal;Convencional;15/02/1967 0:00:00;2530;5.781583333;-72.894305560000006;Boyacá;Nobsa;Area Operativa 06 - Boyacá-Casanare-Vichada;Magdalena Cauca;Sogamoso;Río Chicamocha;;2549;7;264.730000000000018;74.854382970000003;T659
1053;24035340;AEROPUERTO A LLERAS C AUT [24035340];Climática Principal;Automática con Telemetría. Convencional;15/01/1974 0:00:00;2500;5.676944444;-72.967916669999994;Boyacá;Sogamoso;Area Operativa 06 - Boyacá-Casanare-Vichada;Magdalena Cauca;Sogamoso;Río Chicamocha;;2482;7;264.730000000000018;56.690286264999997;T667
1054;35167000;CORPOBOYACA - SANTA INES -AUT [35167000];Limnigráfica;Automática con Telemetría. Convencional;31/12/2016 0:00:00;3041;5.545000000;-72.884111110000006;Boyacá;Aquitania;Area Operativa 06 - Boyacá-Casanare-Vichada;Orinoco;Meta;Lago de Tota;Lago De Tota;3048;12;368;183.702062140000010;T1207
1055;35217090;LABRANZA GRANDE AUT [35217090];Limnigráfica;Automática con Telemetría. Convencional;15/12/2016 0:00:00;1125;5.566916667;-72.583555559999994;Boyacá;Labranzagrande;Area Operativa 06 - Boyacá-Casanare-Vichada;Orinoco;Meta;Río Cravo Sur;Rio Cravo Sur;1056;12;368;167.803848499999987;T1224
1056;35197050;RANCHERIAS [35197050];Limnigráfica;Convencional;15/03/1980 0:00:00;2155;5.446861111;-72.704222220000005;Boyacá;Pajarito;Area Operativa 06 - Boyacá-Casanare-Vichada;Orinoco;Meta;Río Cusiana;Cusiana;2190;12;368;133.168570205000009;T1222
1057;24037290;PUENTE CHAMEZA  - AUT [24037290];Limnigráfica;Automática con Telemetría. Convencional;15/02/1971 0:00:00;2490;5.759888889;-72.906527780000005;Boyacá;Sogamoso;Area Operativa 06 - Boyacá-Casanare-Vichada;Magdalena Cauca;Sogamoso;Río Chicamocha;Chicamocha;2472;7;264.730000000000018;134.813858070000009;T654
1058;35097030;HATO LAGUNA [35097030];Limnimétrica;Convencional;15/10/1970 0:00:00;320;5.585833333;-72.898499999999999;Boyacá;Aquitania;Area Operativa 06 - Boyacá-Casanare-Vichada;Orinoco;Meta;Lago de Tota;Las Cintas;3022;12;368;87.951635449999998;T1217
1059;35097010;DESAGUADERO [35097010];Limnimétrica;Convencional;15/02/1964 0:00:00;37;5.487250000;-72.934111110000003;Boyacá;Aquitania;Area Operativa 06 - Boyacá-Casanare-Vichada;Orinoco;Meta;Lago de Tota;Olarte;3027;12;368;68.348128480;T1213
1060;3516700233;ALISAL [3516700233];Limnimétrica;Convencional;25/01/2021 0:00:00;3441;5.463055556;-72.966111111000004;Boyacá;Aquitania;Area Operativa 06 - Boyacá-Casanare-Vichada;Orinoco;Meta;Lago de Tota;Olarte;3331;12;368;68.348128480;T1213
1061;35097220;AQUITANIA [35097220];Limnimétrica;Convencional;15/09/1989 0:00:00;335;5.516666667;-72.883333329999999;Boyacá;Aquitania;Area Operativa 06 - Boyacá-Casanare-Vichada;Orinoco;Meta;Lago de Tota;Quebrada La Mugre;3049;12;368;68.348128480;T1213
1062;35097050;CRIADERO [35097050];Limnimétrica;Convencional;15/02/1971 0:00:00;325;5.557750000;-72.879888890000004;Boyacá;Aquitania;Area Operativa 06 - Boyacá-Casanare-Vichada;Orinoco;Meta;Lago de Tota;Quebrada Los Pozos;3020;12;368;87.951635449999998;T1217
1063;35197070;PUENTE LAS CANAS [35197070];Limnimétrica;Convencional;15/07/1980 0:00:00;3135;5.586694444;-72.815333330000001;Boyacá;Aquitania;Area Operativa 06 - Boyacá-Casanare-Vichada;Orinoco;Meta;Río Cusiana;Cusiana;3047;12;368;87.951635449999998;T1217
1064;24037120;LA VEGA [24037120];Limnimétrica;Convencional;15/01/1964 0:00:00;2550;5.588694444;-72.983055559999997;Boyacá;Cuítiva;Area Operativa 06 - Boyacá-Casanare-Vichada;Magdalena Cauca;Sogamoso;Río Chicamocha;Iza;2555;7;264.730000000000018;64.233027359999994;T618
1065;2403700232;PUENTE SATOBA [2403700232];Limnimétrica;Convencional;10/09/2022 0:00:00;2827;5.772111111;-72.788250000000005;Boyacá;Gámeza;Area Operativa 06 - Boyacá-Casanare-Vichada;Magdalena Cauca;Sogamoso;Río Chicamocha;Rio Gameza;2733;7;264.730000000000018;103.581192299999998;T636
1066;24037300;PUENTE COLONIAL [24037300];Limnimétrica;Convencional;15/02/1971 0:00:00;30;5.716880556;-72.849666670000005;Boyacá;Monguí;Area Operativa 06 - Boyacá-Casanare-Vichada;Magdalena Cauca;Sogamoso;Río Chicamocha;Mongui;2955;7;264.730000000000018;124.247178980000001;T615
1067;35097070;ESCALERAS [35097070];Limnimétrica;Convencional;15/09/1971 0:00:00;3019;5.491944444;-72.938500000000005;Boyacá;Tota;Area Operativa 06 - Boyacá-Casanare-Vichada;Orinoco;Meta;Lago de Tota;LAGUNA DE TOTA;3020;12;368;68.348128480;T1213
1068;24030120;PESCA [24030120];Pluviográfica;Convencional;15/02/1957 0:00:00;2678;5.523033056;-73.076847779999994;Boyacá;Pesca;Area Operativa 06 - Boyacá-Casanare-Vichada;Magdalena Cauca;Sogamoso;Río Chicamocha;;2750;7;264.730000000000018;65.397555999999994;T613
1069;24030940;SENA [24030940];Pluviográfica;Convencional;15/04/1981 0:00:00;2500;5.756055556;-72.907888889999995;Boyacá;Sogamoso;Area Operativa 06 - Boyacá-Casanare-Vichada;Magdalena Cauca;Sogamoso;Río Chicamocha;;2481;7;264.730000000000018;134.813858070000009;T654
1070;35190010;CINTAS LAS [35190010];Pluviográfica;Convencional;15/02/1971 0:00:00;3400;5.614138889;-72.867666670000006;Boyacá;Sogamoso;Area Operativa 06 - Boyacá-Casanare-Vichada;Orinoco;Meta;Lago de Tota;;3419;12;368;87.951635449999998;T1217
1071;35090060;CAZADERO [35090060];Pluviométrica;Convencional;15/04/1981 0:00:00;1725;5.283333333;-72.983333329999994;Boyacá;Aquitania;Area Operativa 06 - Boyacá-Casanare-Vichada;Orinoco;Meta;Río Upía;;1732;12;368;111.122806624999996;T1205
1072;35090070;GUAMO DE SISBACA [35090070];Pluviométrica;Convencional;15/06/1981 0:00:00;2575;5.366666667;-72.916666669999998;Boyacá;Aquitania;Area Operativa 06 - Boyacá-Casanare-Vichada;Orinoco;Meta;Río Upía;;2292;12;368;94.278525474999995;T1206
1073;3516500203;ALISAL [3516500203];Pluviométrica;Convencional;25/01/2021 0:00:00;3448;5.459722222;-72.966666666999998;Boyacá;Aquitania;Area Operativa 06 - Boyacá-Casanare-Vichada;Orinoco;Meta;Lago de Tota;Olarte;3386;12;368;68.348128480;T1213
1074;24030540;FIRAVITOBA [24030540];Pluviométrica;Convencional;15/04/1971 0:00:00;2486;5.664527778;-72.978277779999999;Boyacá;Firavitoba;Area Operativa 06 - Boyacá-Casanare-Vichada;Magdalena Cauca;Sogamoso;Río Chicamocha;;2484;7;264.730000000000018;74.593298239999996;T635
1075;24030640;NIMICIA ESCUELA RURAL [24030640];Pluviométrica;Convencional;15/06/1974 0:00:00;3200;5.782361111;-72.769805559999995;Boyacá;Gámeza;Area Operativa 06 - Boyacá-Casanare-Vichada;Magdalena Cauca;Sogamoso;Río Chicamocha;;3189;7;264.730000000000018;72.882548924999995;T640
1076;24030230;IZA [24030230];Pluviométrica;Convencional;15/02/1958 0:00:00;2470;5.615500000;-72.976277780000004;Boyacá;Iza;Area Operativa 06 - Boyacá-Casanare-Vichada;Magdalena Cauca;Sogamoso;Río Chicamocha;;2585;7;264.730000000000018;64.233027359999994;T618
1077;24030560;MONGUA [24030560];Pluviométrica;Convencional;15/04/1971 0:00:00;2900;5.758388889;-72.794499999999999;Boyacá;Mongua;Area Operativa 06 - Boyacá-Casanare-Vichada;Magdalena Cauca;Sogamoso;Río Chicamocha;;2921;7;264.730000000000018;103.581192299999998;T636
1078;24030190;MONGUI [24030190];Pluviométrica;Convencional;15/02/1958 0:00:00;2970;5.724555556;-72.847861109999997;Boyacá;Monguí;Area Operativa 06 - Boyacá-Casanare-Vichada;Magdalena Cauca;Sogamoso;Río Chicamocha;;2936;7;264.730000000000018;124.247178980000001;T615
1079;24030790;NOBSA [24030790];Pluviométrica;Convencional;15/02/1964 0:00:00;2500;5.773416667;-72.940250000000006;Boyacá;Nobsa;Area Operativa 06 - Boyacá-Casanare-Vichada;Magdalena Cauca;Sogamoso;Río Chicamocha;;2505;7;264.730000000000018;94.578325875000004;T648
1080;24030510;CEREZO EL [24030510];Pluviométrica;Convencional;15/01/1970 0:00:00;2900;5.699305556;-73.071749999999994;Boyacá;Paipa;Area Operativa 06 - Boyacá-Casanare-Vichada;Magdalena Cauca;Sogamoso;Río Chicamocha;;2872;7;264.730000000000018;91.467516419999995;T633
1081;35190050;PAJARITO [35190050];Pluviométrica;Convencional;15/11/1957 0:00:00;842;5.302944444;-72.701944440000005;Boyacá;Pajarito;Area Operativa 06 - Boyacá-Casanare-Vichada;Orinoco;Meta;Río Cusiana;;837;12;368;243.330490880000013;T1219
1082;24030410;TIBASOSA [24030410];Pluviométrica;Convencional;15/01/1964 0:00:00;2500;5.743833333;-73.004916670;Boyacá;Tibasosa;Area Operativa 06 - Boyacá-Casanare-Vichada;Magdalena Cauca;Sogamoso;Río Chicamocha;;2545;7;264.730000000000018;72.688848214999993;T632
1083;35215020;AEROPUERTO YOPAL - AUT [35215020];Climática Principal;Automática con Telemetría. Convencional;17/11/2005 0:00:00;325;5.320444444;-72.387500000000003;Casanare;Yopal;Area Operativa 06 - Boyacá-Casanare-Vichada;Orinoco;Meta;Río Cravo Sur;;313;12;368;314.217934360000015;T1225
1084;35217010;PUENTE YOPAL  - AUT [35217010];Limnigráfica;Automática con Telemetría. Convencional;15/11/1974 0:00:00;343;5.369000000;-72.413722219999997;Casanare;Yopal;Area Operativa 06 - Boyacá-Casanare-Vichada;Orinoco;Meta;Río Cravo Sur;Cravo Sur;409;12;368;314.217934360000015;T1225
1085;35217030;PUENTE LA CABANA [35217030];Limnigráfica;Automática con Telemetría. Convencional;15/12/1979 0:00:00;497;5.437944444;-72.455222219999996;Casanare;Yopal;Area Operativa 06 - Boyacá-Casanare-Vichada;Orinoco;Meta;Río Cravo Sur;Cravo Sur;480;12;368;167.803848499999987;T1224
1086;35217060;PLAYON EL AUT [35217060];Limnigráfica;Automática con Telemetría. Convencional;15/12/2016 0:00:00;271;5.540500000;-72.231722219999995;Casanare;Nunchía;Area Operativa 06 - Boyacá-Casanare-Vichada;Orinoco;Meta;Río Cravo Sur;Tocaria;285;12;368;167.803848499999987;T1224
1087;35197040;PUENTE CHARTE [35197040];Limnimétrica;Convencional;15/11/1974 0:00:00;291;5.256472222;-72.485944439999997;Casanare;Aguazul;Area Operativa 06 - Boyacá-Casanare-Vichada;Orinoco;Meta;Río Cusiana;Charte;291;12;368;214.797247824999999;T1221
1088;35237020;PUENTE CARRETERA [35237020];Limnimétrica;Convencional;15/11/1995 0:00:00;360;5.728972222;-72.001222220000002;Casanare;Pore;Area Operativa 06 - Boyacá-Casanare-Vichada;Orinoco;Meta;Río Pauto;Pore;292;12;368;181.653180050000003;T1230
1089;35210040;MOLINOS D CASANARE [35210040];Pluviográfica;Convencional;15/11/1995 0:00:00;330;5.413250000;-72.298305560000003;Casanare;Yopal;Area Operativa 06 - Boyacá-Casanare-Vichada;Orinoco;Meta;Río Cravo Sur;;260;12;368;314.217934360000015;T1225
1090;35210050;CHAPARRERA LA [35210050];Pluviográfica;Convencional;15/11/1995 0:00:00;395;5.491888889;-72.229361109999999;Casanare;Yopal;Area Operativa 06 - Boyacá-Casanare-Vichada;Orinoco;Meta;Río Cravo Sur;;248;12;368;167.803848499999987;T1224
1091;35210060;DESECHO EL HACIENDA [35210060];Pluviográfica;Convencional;15/11/1995 0:00:00;345;5.609111111;-72.067805559999996;Casanare;Nunchía;Area Operativa 06 - Boyacá-Casanare-Vichada;Orinoco;Meta;Caño Guanápalo y otros directos al Meta;;250;12;368;181.653180050000003;T1230
1092;35230040;BANCO EL [35230040];Pluviográfica;Convencional;15/11/1995 0:00:00;320;5.634388889;-72.002638890;Casanare;Pore;Area Operativa 06 - Boyacá-Casanare-Vichada;Orinoco;Meta;Río Pauto;;230;12;368;181.653180050000003;T1230
1093;35230030;TABLON DE TAMARA [35230030];Pluviográfica;Convencional;15/10/1960 0:00:00;350;5.747194444;-72.102999999999994;Casanare;Támara;Area Operativa 06 - Boyacá-Casanare-Vichada;Orinoco;Meta;Río Pauto;;481;12;368;181.653180050000003;T1230
1094;35210010;MORRO EL [35210010];Pluviométrica;Convencional;15/11/1974 0:00:00;656;5.453055556;-72.456249999999997;Casanare;Yopal;Area Operativa 06 - Boyacá-Casanare-Vichada;Orinoco;Meta;Río Cravo Sur;;620;12;368;167.803848499999987;T1224
1095;35230020;PORE [35230020];Pluviométrica;Convencional;15/09/1990 0:00:00;300;5.726138889;-71.992888890000003;Casanare;Pore;Area Operativa 06 - Boyacá-Casanare-Vichada;Orinoco;Meta;Río Pauto;;281;12;368;181.653180050000003;T1230
1096;35237030;TRINIDAD PAUTO - AUT [35237030];Limnigráfica;Automática con Telemetría. Convencional;15/12/2016 0:00:00;178;5.414388889;-71.668361110000006;Casanare;Trinidad;Area Operativa 06 - Boyacá-Casanare-Vichada;Orinoco;Meta;Río Pauto;;170;13;384.100000000000023;171.147628749999996;T1229
1097;35230010;SAN LUIS  PALENQUE [35230010];Pluviométrica;Convencional;15/11/1974 0:00:00;170;5.420500000;-71.728055560000001;Casanare;San Luis De Palenque;Area Operativa 06 - Boyacá-Casanare-Vichada;Orinoco;Meta;Río Pauto;;172;13;384.100000000000023;171.147628749999996;T1229
1098;35267010;LA HERMOSA [35267010];Limnimétrica;Convencional;15/11/1997 0:00:00;93;5.533333333;-70.441972219999997;Casanare;Paz De Ariporo;Area Operativa 03 - Meta-Guaviare-Guainía;Orinoco;Meta;Directos al Río Meta entre ríos Pauto y Carare ;Meta;104;13;384.100000000000023;290.274320950000003;T1237
1099;35267030;SANTA MARIA [35267030];Limnimétrica;Convencional;15/01/1983 0:00:00;108;5.270833333;-70.705583329999996;Vichada;Santa Rosalía;Area Operativa 03 - Meta-Guaviare-Guainía;Orinoco;Meta;Directos al Río Meta entre ríos Cusiana y Carare ;Meta;114;13;384.100000000000023;206.786634749999990;T1239
1100;3526500201;LA PRIMAVERA [3526500201];Meteorológica Especial;Automática con Telemetría. Convencional;15/02/2021 0:00:00;140;5.480888889;-70.421305555999993;Vichada;La Primavera;Area Operativa 03 - Meta-Guaviare-Guainía;Orinoco;Meta;Directos al Río Meta entre ríos Cusiana y Carare ;;114;13;384.100000000000023;290.274320950000003;T1237
1101;35260030;HATO BURRUNAY [35260030];Pluviométrica;Convencional;15/06/1983 0:00:00;106;5.351944444;-70.678277780000002;Vichada;Santa Rosalía;Area Operativa 03 - Meta-Guaviare-Guainía;Orinoco;Meta;Directos al Río Meta entre ríos Cusiana y Carare ;;120;13;384.100000000000023;320.607281000;T1236
1102;34035010;TUPARRO BOCAS - TOMO [34035010];Climática Ordinaria;Convencional;15/05/1972 0:00:00;167;5.353138889;-67.858249999999998;Vichada;Cumaribo;Area Operativa 03 - Meta-Guaviare-Guainía;Orinoco;Tomo;Bajo Río Tomo;;70;13;384.100000000000023;217.987954449999989;T1261
1103;38017040;CASUARITO [38017040];Limnimétrica;Convencional;15/04/1984 0:00:00;65;5.682694444;-67.640194440000002;Vichada;Puerto Carreño;Area Operativa 03 - Meta-Guaviare-Guainía;Orinoco;Orinoco Directos;Directos Orinoco entre ríos Tomo y Meta (mi);Orinoco;0;13;384.100000000000023;217.987954449999989;T1261
1104;34037700;CENTRO ADTIVO TOMO [34037700];Limnimétrica;Convencional;2/12/2014 0:00:00;76;5.353500000;-67.854305560;Vichada;Cumaribo;Area Operativa 03 - Meta-Guaviare-Guainía;Orinoco;Tomo;Bajo Río Tomo;Tuparro;71;13;384.100000000000023;217.987954449999989;T1261
1105;38027700;MAIPURES CABAÑAS [38027700];Limnimétrica;Convencional;2/12/2014 0:00:00;77;5.249472222;-67.855611109999998;Vichada;Cumaribo;Area Operativa 03 - Meta-Guaviare-Guainía;Orinoco;Orinoco Directos;Río Tuparro;Tuparro;71;13;384.100000000000023;197.672022249999998;T1262
1106;11047030;NEGUA [11047030];Limnimétrica;Convencional;15/05/1975 0:00:00;35;5.828168889;-76.618016667000006;Choco;Quibdó;Area Operativa 01 - Antioquia-Chocó;Caribe;Atrato - Darién;Río Bebaramá y otros Directos Atrato (md);Negua;28;10;378.350000000000023;310.007098499999984;T9
1107;11050010;TAGACHI [11050010];Pluviométrica;Convencional;15/01/1966 0:00:00;20;6.221777778;-76.727027780;Choco;Quibdó;Area Operativa 01 - Antioquia-Chocó;Caribe;Atrato - Darién;Directos Atrato entre ríos Bebaramá y Murrí (md);;17;10;378.350000000000023;228.671318750000012;T11
1108;11050030;BUEY EL [11050030];Pluviométrica;Convencional;15/02/1977 0:00:00;25;6.102500000;-76.821361109999998;Choco;Medio Atrato (Beté);Area Operativa 01 - Antioquia-Chocó;Caribe;Atrato - Darién;Directos Atrato entre ríos Quito y Bojayá (mi);;31;10;378.350000000000023;215.858663900000010;T13
1109;11050060;ALTO DEL BUEY [11050060];Pluviométrica;Convencional;15/02/1977 0:00:00;100;6.108333333;-76.915638889999997;Choco;Medio Atrato (Beté);Area Operativa 01 - Antioquia-Chocó;Caribe;Atrato - Darién;Directos Atrato entre ríos Quito y Bojayá (mi);;39;10;378.350000000000023;195.167511999999988;T14
1110;11025010;MANSA LA [11025010];Climática Ordinaria;Convencional;15/07/1973 0:00:00;2018;5.878305556;-76.084333330000007;Antioquia;Ciudad Bolívar;Area Operativa 01 - Antioquia-Chocó;Caribe;Atrato - Darién;Alto Atrato;;1994;11;313.949999999999989;146.716197990000012;T3
1111;11075020;URRAO [11075020];Climática Ordinaria;Convencional;15/06/1973 0:00:00;1833;6.298305556;-76.143305556000001;Antioquia;Urrao;Area Operativa 01 - Antioquia-Chocó;Caribe;Atrato - Darién;Río Murrí;;1890;11;313.949999999999989;92.825691835000001;T18
1112;26210090;ANZA [26210090];Pluviométrica;Convencional;15/10/1970 0:00:00;743;6.303138889;-75.859250000000003;Antioquia;Anzá;Area Operativa 01 - Antioquia-Chocó;Magdalena Cauca;Cauca;Directos Río Cauca entre Río San Juan y Pto Valdia;;754;11;313.949999999999989;115;T919
1113;26210140;ALTAMIRA [26210140];Pluviométrica;Convencional;15/04/1975 0:00:00;1816;6.218800000;-75.944900000000004;Antioquia;Betulia;Area Operativa 01 - Antioquia-Chocó;Magdalena Cauca;Cauca;Directos Río Cauca entre Río San Juan y Pto Valdia;;1792;11;313.949999999999989;149.098077069999988;T922
1114;26210080;HERRADURA LA [26210080];Pluviométrica;Convencional;15/10/1970 0:00:00;849;6.099222222;-75.873972219999999;Antioquia;Concordia;Area Operativa 01 - Antioquia-Chocó;Magdalena Cauca;Cauca;Directos Río Cauca entre Río San Juan y Pto Valdia;;852;11;313.949999999999989;230.329075950000004;T918
1115;26215010;CONCORDIA [26215010];Pluviométrica;Convencional;15/06/1970 0:00:00;2032;6.039555556;-75.919527778000003;Antioquia;Concordia;Area Operativa 01 - Antioquia-Chocó;Magdalena Cauca;Cauca;Directos Río Cauca entre Río San Juan y Pto Valdia;;1978;11;313.949999999999989;137.673055000000005;T923
