CODIGO;NOMBRE;CATEGORIA;TECNOLOGIA;ESTADO;FECHA_INSTALACION;FECHA_SUSPENSION;altitud;latitud;longitud;DEPARTAMENTO;MUNICIPIO;AREA_OPERATIVA;ENTIDAD;AREA_HIDROGRAFICA;ZONA_HIDROGRAFICA;SUBZONA_HIDROGRAFICA;CORRIENTE;OBSERVACION;SUBRED
23197270;PUENTE PANEGA [23197270];Limnimétrica;Convencional;Activa;15/06/1968;;1620;7.3411111110;-72.99;Santander;Suratá;Area Operativa 08 - Santanderes-Arauca;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Medio Magdalena;Río Lebrija y otros directos al Magdalena;Vetas;;
25027500;MAJAGUAL [25027500];Limnimétrica;Convencional;Activa;15/11/1989;;26;8.5426944440;-74.62733333;Sucre;Majagual;Area Operativa 02 - Atlántico-Bolivar-Sucre;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Bajo Magdalena;Directos Bajo Magdalena entre El Banco y El Plato;CAÑO MOJANA;;Córdoba, Sucre, Sur de Bolívar, Urabá y Bajo Cauca Antioqueño ,RED ALERTAS - AREA OPERATIVA 02
25027240;JEGUA [25027240];Limnimétrica;Convencional;Activa;15/03/1968;;20;8.9063055560;-74.96594444;Sucre;San Benito Abad;Area Operativa 02 - Atlántico-Bolivar-Sucre;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Bajo Magdalena- Cauca -San Jorge;Bajo San Jorge - La Mojana;San Jorge;SE CAMBIA CATEGORÍA DE ESTACIÓN A LM POR SOLICITUD DEL COORDINADOR DEL AO 02. REQ 2023-000225. (20012023);RED ALERTAS - AREA OPERATIVA 02
25027860;VILLA TERESA [25027860];Limnimétrica;Convencional;Activa;15/11/1973;;30;9.0239722220;-74.97666667;Sucre;San Benito Abad;Area Operativa 02 - Atlántico-Bolivar-Sucre;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Bajo Magdalena- Cauca -San Jorge;Bajo San Jorge - La Mojana;Ay Corozal;;
25027220;SAN MARCOS [25027220];Limnimétrica;Convencional;Activa;15/03/1968;;22;8.65;-75.13;Sucre;San Marcos;Area Operativa 02 - Atlántico-Bolivar-Sucre;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Bajo Magdalena- Cauca -San Jorge;Bajo San Jorge - La Mojana;CIÉNAGA SAN MARCOS;Estacion Homologada con SAN MARCOS - AUT [25027750]. Datos Transferidos desde 15/03/1968. Estación SAN MARCOS - AUT [25027750] Recodificada con código [25027220].;
25027690;PUENTE PEATONAL [25027690];Limnimétrica;Convencional;Activa;15/11/1973;;60;9.1771388890;-75.02241667;Sucre;Sincé;Area Operativa 02 - Atlántico-Bolivar-Sucre;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Bajo Magdalena- Cauca -San Jorge;Bajo San Jorge - La Mojana;Ay Mancomojan;;
25027520;OREJERO [25027520];Limnimétrica;Convencional;Activa;15/11/1989;;21;8.9822222220;-74.71388889;Sucre;Sucre;Area Operativa 02 - Atlántico-Bolivar-Sucre;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Bajo Magdalena- Cauca -San Jorge;Bajo San Jorge - La Mojana;CAÑO PANCEGUITA;;Córdoba, Sucre, Sur de Bolívar, Urabá y Bajo Cauca Antioqueño ,RED ALERTAS - AREA OPERATIVA 02
25027110;SUCRE [25027110];Limnimétrica;Convencional;Activa;15/10/1966;;19;8.8097222220;-74.72222222;Sucre;Sucre;Area Operativa 02 - Atlántico-Bolivar-Sucre;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Bajo Magdalena- Cauca -San Jorge;Bajo San Jorge - La Mojana;CAÑO MOJANA;;
13097010;TOLUVIEJO [13097010];Limnimétrica;Convencional;Activa;15/08/1969;;59;9.4370;-75.4390;Sucre;Tolú Viejo;Area Operativa 02 - Atlántico-Bolivar-Sucre;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Caribe;Caribe - Litoral;Directos Caribe Golfo de Morrosquillo;Ay Pechelin;Requerimiento por mesa de servicio REQ 2019-001488;RED ALERTAS - AREA OPERATIVA 02
21147080;TRES ESQUINAS [21147080];Limnimétrica;Convencional;Activa;15/11/1986;;716;3.4056944440;-74.81702778;Tolima;Alpujarra;Area Operativa 04 - Huila-Caquetá;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Alto Magdalena;Río Cabrera;Cabrera;Actualizada categoria de LG a LM por solicitud de la coordinadora del AO (07032023);
22057050;PUENTE LA HAMACA [22057050];Limnimétrica;Convencional;Activa;15/12/1979;;569;3.4635;-75.523250;Tolima;Ataco;Area Operativa 10 - Tolima;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Saldaña;Medio Saldaña;Quebrada Pole;;
21217140;PUENTE LUISA [21217140];Limnimétrica;Convencional;Activa;15/03/1985;;2205;4.3413611110;-75.52008333;Tolima;Cajamarca;Area Operativa 10 - Tolima;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Alto Magdalena;Río Coello;Anaime;;
21217270;CHUZO EL [21217270];Limnimétrica;Convencional;Activa;15/08/1984;;1190;4.4092222220;-75.43336111;Tolima;Cajamarca;Area Operativa 10 - Tolima;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Alto Magdalena;Río Coello;Anaime;;
21217280;PUENTE LA BOLIVAR [21217280];Limnimétrica;Convencional;Activa;15/10/1986;;1907;4.436550;-75.44593889;Tolima;Cajamarca;Area Operativa 10 - Tolima;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Alto Magdalena;Río Coello;Bermellon;;
22047010;QUESO EL HACIENDA [22047010];Limnimétrica;Convencional;Activa;15/06/1973;;551;3.6586388890;-75.44622222;Tolima;Chaparral;Area Operativa 10 - Tolima;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Saldaña;Río Amoyá;Amoya;;
22067020;BRAZUELO DELICIAS [22067020];Limnimétrica;Convencional;Activa;15/10/1986;;611;3.7758611110;-75.45697222;Tolima;Chaparral;Area Operativa 10 - Tolima;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Saldaña;Río Tetuán, Río Ortega;Tetuan;;
21167050;PUENTE CUNDAY [21167050];Limnimétrica;Convencional;Activa;15/04/1971;;427;4.0593611110;-74.68827778;Tolima;Cunday;Area Operativa 10 - Tolima;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Alto Magdalena;Río Prado;Prado;;RED ALERTAS - AREA OPERATIVA 10,Alto Magdalena Huila -Tolima
23017020;BOCATOMA [23017020];Limnimétrica;Convencional;Activa;15/02/1971;;420;5.2102777780;-74.80275556;Tolima;Honda;Area Operativa 10 - Tolima;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Medio Magdalena;Río Gualí;Quebrada Padilla;;
23017080;CATARATAS 2 [23017080];Limnimétrica;Convencional;Activa;15/06/1991;;4356;5.2352861110;-74.886750;Tolima;Mariquita;Area Operativa 10 - Tolima;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Medio Magdalena;Río Gualí;Medina;;
23017060;PUENTE CARRETERA [23017060];Limnimétrica;Convencional;Activa;15/03/1989;;453;5.2190194440;-74.89486111;Tolima;Mariquita;Area Operativa 10 - Tolima;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Medio Magdalena;Río Gualí;Sucio;;Alto Magdalena Huila -Tolima,RED ALERTAS - AREA OPERATIVA 10
21197150;LIMONAR EL [21197150];Limnimétrica;Convencional;Activa;15/12/1975;;405;4.2325555560;-74.62055556;Tolima;Melgar;Area Operativa 11 - Cundinamarca-Amazonas;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Alto Magdalena;Río Sumapaz;Sumapaz;;Alto Magdalena Huila -Tolima,RED ALERTAS - AREA OPERATIVA 11
21137040;ANCHIQUE [21137040];Limnimétrica;Convencional;Activa;15/02/1972;;328;3.5674722220;-75.14197222;Tolima;Natagaima;Area Operativa 04 - Huila-Caquetá;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Alto Magdalena;Río Aipe, Río Chenche y otros directos al Magdalena;Anchique;;
22067010;PUENTE ORTEGA [22067010];Limnimétrica;Convencional;Activa;15/01/1971;;382;3.9225833330;-75.18305556;Tolima;Ortega;Area Operativa 10 - Tolima;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Saldaña;Río Tetuán, Río Ortega;Ortega;;
54077200;COLONIAS LAS [54077200];Limnimétrica;Convencional;Activa;24/09/2002;;52;4.0010833330;-76.97544444;Valle Del Cauca;Buenaventura;Area Operativa 09 - Cauca-Valle-Caldas;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Pacifico;San Juán;Ríos Calima y  Bajo San Juan;Calima;;
37057060;PUENTE INTERNACIONA [37057060];Limnimétrica;Convencional;Activa;15/11/1997;;122;7.0908333330;-70.74388889;Arauca;Arauca;Area Operativa 08 - Santanderes-Arauca;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Orinoco;Arauca;Rio Banadia y otros Directos al Río Arauca;Arauca;;RED ALERTAS - AREA OPERATIVA 08
36037010;PARAISO PEREGRINO [36037010];Limnimétrica;Convencional;Activa;15/02/1983;;72;6.0417777780;-69.638750;Arauca;Cravo Norte;Area Operativa 03 - Meta-Guaviare-Guainía;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Orinoco;Meta;Directos Bajo Meta entre ríos Casanare y Orinoco ;Meta;;
36027050;CRAVO NORTE [36027050];Limnimétrica;Convencional;Activa;15/05/1988;;91;6.2956388890;-70.19433333;Arauca;Cravo Norte;Area Operativa 03 - Meta-Guaviare-Guainía;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Orinoco;Casanare;Río Casanare;Casanare;;RED ALERTAS - AREA OPERATIVA 03
35197040;PUENTE CHARTE [35197040];Limnimétrica;Convencional;Activa;15/11/1974;;291;5.2564722220;-72.48594444;Casanare;Aguazul;Area Operativa 06 - Boyacá-Casanare-Vichada;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Orinoco;Meta;Río Cusiana;Charte;;
36017010;PAZ DE ARIPORO [36017010];Limnimétrica;Convencional;Activa;15/05/1993;;274;5.9065555560;-71.90238889;Casanare;Hato Corozal;Area Operativa 06 - Boyacá-Casanare-Vichada;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Orinoco;Casanare;Río Ariporo;Ariporo;;RED ALERTAS - AREA OPERATIVA 06
36017030;PUENTE CARRETERA [36017030];Limnimétrica;Convencional;Activa;15/11/1995;;400;5.9210277780;-71.90033333;Casanare;Hato Corozal;Area Operativa 06 - Boyacá-Casanare-Vichada;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Orinoco;Casanare;Río Ariporo;Tate;;
35187010;LA POYATA [35187010];Limnimétrica;Convencional;Activa;15/12/1982;;148;4.4418333330;-72.15238889;Casanare;Mani;Area Operativa 03 - Meta-Guaviare-Guainía;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Orinoco;Meta;Río Túa y otros directos al Meta;Meta;Corrección solicitada por verificación del área operativa 03;
35197180;MANI [35197180];Limnimétrica;Convencional;Activa;15/09/1993;;290;4.8170;-72.29138889;Casanare;Mani;Area Operativa 06 - Boyacá-Casanare-Vichada;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Orinoco;Meta;Río Cusiana;Cusiana;;RED ALERTAS - AREA OPERATIVA 06,Piedemonte y Altillanura Meta-Csanare-Arauca
35217020;LA ESTACION [35217020];Limnimétrica;Convencional;Activa;15/04/1978;;134;4.6928888890;-71.56169444;Casanare;Orocué;Area Operativa 03 - Meta-Guaviare-Guainía;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Orinoco;Meta;Río Cravo Sur;Cravo Sur;Corrección solicitada por verificación del área operativa 03|09/05/2022$Migracion$Proceso de homologacion segunda fase, suspendido temporalmente por solicitud de Informática. Se informara oportunamente el reinicio del proceso.;
35227090;PUENTE CARRETERA [35227090];Limnimétrica;Convencional;Activa;15/04/1988;;139;4.9045833330;-71.43613889;Casanare;Orocué;Area Operativa 03 - Meta-Guaviare-Guainía;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Orinoco;Meta;Caño Guanápalo y otros directos al Meta;CAÑO DUYA;;
35267010;LA HERMOSA [35267010];Limnimétrica;Convencional;Activa;15/11/1997;;93;5.5333333330;-70.44197222;Casanare;Paz De Ariporo;Area Operativa 03 - Meta-Guaviare-Guainía;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Orinoco;Meta;Directos al Río Meta entre ríos Pauto y Carare ;Meta;Corrección solicitada por verificación del área operativa 03;RED ALERTAS - AREA OPERATIVA 03,Piedemonte y Altillanura Meta-Csanare-Arauca
36017020;PUENTE CARRETERA [36017020];Limnimétrica;Convencional;Activa;15/11/1995;;400;5.8434444440;-71.91797222;Casanare;Paz De Ariporo;Area Operativa 06 - Boyacá-Casanare-Vichada;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Orinoco;Casanare;Río Ariporo;Muese;;
35237020;PUENTE CARRETERA [35237020];Limnimétrica;Convencional;Activa;15/11/1995;;360;5.7289722220;-72.00122222;Casanare;Pore;Area Operativa 06 - Boyacá-Casanare-Vichada;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Orinoco;Meta;Río Pauto;Pore;;RED ALERTAS - AREA OPERATIVA 06
47017010;MUELLE EL [47017010];Limnimétrica;Convencional;Activa;15/05/1988;;200;0.4736388890;-76.481250;Putumayo;Puerto Asís;Area Operativa 07 - Nariño-Putumayo;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Amazonas;Putumayo;Alto Río Putumayo;Putumayo;;RED ALERTAS - AREA OPERATIVA 07
47017200;NARANJOS LOS [47017200];Limnimétrica;Convencional;Activa;14/08/2007;;245;0.3843333330;-76.39680556;Putumayo;Puerto Asís;Area Operativa 07 - Nariño-Putumayo;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Amazonas;Putumayo;Alto Río Putumayo;Putumayo;;
44117010;TAGUA LA [44117010];Limnimétrica;Convencional;Activa;15/04/1984;;153;-0.0574722220;-74.66694444;Putumayo;Puerto Leguízamo;Area Operativa 04 - Huila-Caquetá;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Amazonas;Caquetá;Río Caqueta Medio;Caqueta;Actualizada categoría de LG a LM por solicitud de la coordinadora del AO. (07032023);
44127020;UMANCIA [44127020];Limnimétrica;Convencional;Activa;15/04/1984;;148;-0.20;-74.29;Putumayo;Puerto Leguízamo;Area Operativa 04 - Huila-Caquetá;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Amazonas;Caquetá;Río Caqueta Medio;Caqueta;;
47017190;BELLAVISTA [47017190];Limnimétrica;Convencional;Activa;18/08/2007;;185;-0.3876944440;-74.57933333;Putumayo;Puerto Leguízamo;Area Operativa 07 - Nariño-Putumayo;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Amazonas;Putumayo;Río Putumayo Directos (mi);Putumayo;Cambio Nombre por error en migración;
47017100;CANAL B [47017100];Limnimétrica;Convencional;Activa;15/02/1977;;265;1.1163888890;-76.97888889;Putumayo;Santiago;Area Operativa 07 - Nariño-Putumayo;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Amazonas;Putumayo;Alto Río Putumayo;Quinchoa;;
17027040;PUENTE CARRETERA [17027040];Limnimétrica;Convencional;Activa;15/07/1973;;12;13.3294166670;-81.3765555560;Archipielago De San Andres, Providencia Y Santa Catalina;San Andres Y  Providencia (Santa Isabel);Area Operativa 05 - Magdalena-Cesar-Guajira-San Andrés;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Caribe;Islas Caribe;Providencia;Ay Casabaja;14/09/2022$Migracion$Por solicitud del Coordinador del Área Operativa 11 se reasigna la estación al Área Operativa 05.;
48017030;NAZARETH [48017030];Limnimétrica;Convencional;Activa;15/11/1987;;119;-4.1201944440;-70.03608333;Amazonas;Leticia;Area Operativa 11 - Cundinamarca-Amazonas;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Amazonas;Amazonas - Directos;Directos Río Amazonas (mi);Amazonas;;
4801700101;PUERTO TRIUNFO [4801700101];Limnimétrica;Convencional;Activa;14/09/2017;;94;-3.9556666670;-70.1665833330;Amazonas;Leticia;Area Operativa 11 - Cundinamarca-Amazonas;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Amazonas;Amazonas - Directos;Directos Río Amazonas (mi);Amazonas;Requerimiento vía correo electrónico;
47047040;SAN AGUSTIN [47047040];Limnimétrica;Convencional;Activa;15/04/1986;;125;-1.6100277780;-73.48552778;Amazonas;El Encanto;Area Operativa 07 - Nariño-Putumayo;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Amazonas;Putumayo;Río Putumayo Directos (mi);Putumayo;;
47057010;SAN RAFAEL [47057010];Limnimétrica;Convencional;Activa;15/04/1986;;125;-1.6886666670;-73.239750;Amazonas;El Encanto;Area Operativa 07 - Nariño-Putumayo;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Amazonas;Putumayo;Río Cará-Paraná;Cara Parana;;
47067010;ENCANTO EL [47067010];Limnimétrica;Convencional;Activa;15/04/1986;;120;-1.7715555560;-73.1971388890;Amazonas;El Encanto;Area Operativa 07 - Nariño-Putumayo;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Amazonas;Putumayo;Río Putumayo Bajo;Putumayo;Cambio de Categoria por Solicitud de AO 07. (LM) Ajuste de Coordenadas Sg/Coordenadas enviadas por AO 07;
47077010;CHORRERA LA [47077010];Limnimétrica;Convencional;Activa;15/10/1985;;160;-1.4446111110;-72.78958333;Amazonas;La Chorrera;Area Operativa 11 - Cundinamarca-Amazonas;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Amazonas;Putumayo;Río Igará-Paraná;Igara Parana;;
44157040;MANACARO [44157040];Limnimétrica;Convencional;Activa;15/04/1984;;109;-1.53;-70.18;Amazonas;La Pedrera;Area Operativa 04 - Huila-Caquetá;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Amazonas;Caquetá;Río Caqueta Bajo;Caqueta;;
44187030;BACURI [44187030];Limnimétrica;Convencional;Activa;15/05/1984;;101;-1.23;-69.47;Amazonas;La Pedrera;Area Operativa 04 - Huila-Caquetá;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Amazonas;Caquetá;Río Caqueta Bajo;Caqueta;;
44157020;MIRANAS LAS [44157020];Limnimétrica;Convencional;Activa;15/04/1984;;116;-1.31;-70.82;Amazonas;Mirití-Paraná (Campoamor);Area Operativa 04 - Huila-Caquetá;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Amazonas;Caquetá;Río Caqueta Bajo;Caqueta;;
44157030;MARIA MANTECA [44157030];Limnimétrica;Convencional;Activa;15/04/1984;;114;-1.42;-70.61;Amazonas;Mirití-Paraná (Campoamor);Area Operativa 04 - Huila-Caquetá;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Amazonas;Caquetá;Río Caqueta Bajo;Caqueta;;
44167010;QUINCHE [44167010];Limnimétrica;Convencional;Activa;15/04/1984;;125;-0.9323611110;-71.7765833330;Amazonas;Mirití-Paraná (Campoamor);Area Operativa 04 - Huila-Caquetá;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Amazonas;Caquetá;Río Caqueta Bajo;Caqueta;Coordenadas corregidas por solicitud del AO4.;
47047020;PUERTO TOLOZA [47047020];Limnimétrica;Convencional;Activa;15/04/1986;;135;-1.0495;-74.0685;Amazonas;Puerto Alegría;Area Operativa 07 - Nariño-Putumayo;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Amazonas;Putumayo;Río Putumayo Directos (mi);Putumayo;;
47067020;ESTRECHO-MARANDUA [47067020];Limnimétrica;Convencional;Activa;15/04/1986;;120;-2.4439722220;-72.67277778;Amazonas;Puerto Arica;Area Operativa 07 - Nariño-Putumayo;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Amazonas;Putumayo;Río Putumayo Bajo;Putumayo;;
4801700102;VALENCIA [4801700102];Limnimétrica;Convencional;Activa;14/09/2017;;98;-3.8025;-70.3228888890;Amazonas;Puerto Nariño;Area Operativa 11 - Cundinamarca-Amazonas;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Amazonas;Amazonas - Directos;Directos Río Amazonas (mi);Amazonas;Solicitud vía correo electrónico;
44137070;MONOCHOA [44137070];Limnimétrica;Convencional;Activa;15/04/1984;;133;-0.70;-72.5499972220;Amazonas;Santander (Araracuara);Area Operativa 04 - Huila-Caquetá;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Amazonas;Caquetá;Río Caqueta Bajo;Caqueta;;
44157010;MERCEDES LAS [44157010];Limnimétrica;Convencional;Activa;15/04/1986;;123;-0.6384444440;-72.344750;Amazonas;Santander (Araracuara);Area Operativa 04 - Huila-Caquetá;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Amazonas;Caquetá;Río Caqueta Bajo;Caqueta;Actualizada categoria de LG a LM por solicitud de la coordinadora del AO. (07032023);
44167020;SANTA ISABEL [44167020];Limnimétrica;Convencional;Activa;15/04/1984;;118;-1.0980833330;-71.1240555560;Amazonas;Santander (Araracuara);Area Operativa 04 - Huila-Caquetá;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Amazonas;Caquetá;Río Caqueta Bajo;Caqueta;Corrección Coordenadas por solicitud del AO4.;
47107010;TARAPACA [47107010];Limnimétrica;Convencional;Activa;15/05/1986;;98;-2.8947222220;-69.73555556;Amazonas;Tarapacá;Area Operativa 11 - Cundinamarca-Amazonas;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Amazonas;Putumayo;Río Putumayo Bajo;Putumayo;;
47107030;SANTA LUCIA [47107030];Limnimétrica;Convencional;Activa;15/08/1994;;72;-2.8648055560;-69.83169444;Amazonas;Tarapacá;Area Operativa 11 - Cundinamarca-Amazonas;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Amazonas;Putumayo;Río Cotuhe;Cotuhe;;
31097020;PUERTO INIRIDA [31097020];Limnimétrica;Convencional;Activa;15/02/1984;;100;3.8676666670;-67.9316944440;Guainía;Inírida;Area Operativa 03 - Meta-Guaviare-Guainía;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Orinoco;Inírida;R._Inírida_(mi),_hasta_bocas_Caño_Bocón,_y_R._Las Viñas;Inirida;Corrección solicitada por verificación del área operativa 03|14/03/2022$Migracion$Solicitud Ajustes Coordinadora AO;RED ALERTAS - AREA OPERATIVA 03
31097010;GUAYARE [31097010];Limnimétrica;Convencional;Activa;15/12/1983;;92;3.96;-67.83;Guainía;Inírida;Area Operativa 03 - Meta-Guaviare-Guainía;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Orinoco;Guaviare;Bajo Guaviare;Guaviare;Estacion Homologada con GUAYARE [31090010]. Datos Transferidos desde 15/06/1983.|04/03/2022$Migracion$La Estacion esta incluida dentro del segundo proceso de homologacion, pero se tuvo que detener el proceso por solicitud de la Oficina de Informatica para un cargue masivo de datos. Esta pendiente su homologacion.;
32157040;PUEBLO NUEVO [32157040];Limnimétrica;Convencional;Activa;15/12/1983;;100;3.42;-69.89;Guainía;Barranco Mina;Area Operativa 03 - Meta-Guaviare-Guainía;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Orinoco;Guaviare;Bajo Guaviare;Guaviare;Estacion Homologada con PUEBLO NUEVO [32150040] datos Transferidos desde 15/09/1978.|14/03/2022$Migracion$Estación Homologada con PUEBLO NUEVO [32150040] datos Transferidos desde 15/09/1978.El Proceso de Homologacion Segunda Fase esta aplazado por solicitud de Informática. Migración masiva de datos.;
32157050;SAPUARA [32157050];Limnimétrica;Convencional;Activa;15/12/1983;14/03/2022;97;3.6706111110;-69.3605;Guainía;Barranco Mina;Area Operativa 03 - Meta-Guaviare-Guainía;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Orinoco;Guaviare;Bajo Guaviare;Guaviare;14/03/2022$Migracion$Solicitud Ajustes Coordinadora AO|18/05/2022$Migracion$14/03/2022$Migracion$Solicitud Ajustes Coordinadora AO;
32157060;BARRANCO MURCIELAGO [32157060];Limnimétrica;Convencional;Activa;15/02/1984;;98;3.5717222220;-69.5880555560;Guainía;Barranco Mina;Area Operativa 03 - Meta-Guaviare-Guainía;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Orinoco;Guaviare;Bajo Guaviare;Guaviare;14/03/2022$Migracion$Solicitud Ajustes Coordinadora AO|18/05/2022$Migracion$14/03/2022$Migracion$Solicitud Ajustes Coordinadora AO;
32047030;CATALINA LA [32047030];Limnimétrica;Convencional;Activa;15/02/1983;14/03/2022;255;2.3546666670;-73.5809444440;Guaviare;San José Del Guaviare;Area Operativa 03 - Meta-Guaviare-Guainía;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Orinoco;Guaviare;Alto Guaviare;Guayabero;14/03/2022$Migracion$Solicitud Ajustes Coordinadora AO|26/05/2022$Migracion$14/03/2022$Migracion$Solicitud Ajustes Coordinadora AO;
