;OBJECTID;CODIGO;nombre;CATEGORIA;TECNOLOGIA;ESTADO;FECHA_INST;FECHA_SUSP;altitud;latitud;longitud;DEPARTAMENTO;MUNICIPIO;AREA_OPERA;ENTIDAD;AREA_HIDRO;ZONA_HIDRO;SUBZONA_HI;altitudDEM;ID_REG;LimSupRPH;StationRPH;LimSupThsn;NThsnPol;LimInfTemp;LimSupTemp
1141;1142;11020010;CARMEN DE ATRATO [11020010];Pluviométrica;Convencional;Activa;15/10/1958; ;1850;5.908528;-76.142083;Choco;El Carmen;Area Operativa 01 - Antioquia-Chocó;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Caribe;Atrato - Darién;Alto Atrato;1763;11;313.95;11020010;140.1827759;T1;0.8772382920110201;36.43248663101605
1142;1143;11025010;LA MANSA [11025010];Climática Ordinaria;Convencional;Activa;15/07/1973; ;2018;5.878306;-76.084333;Antioquia;Ciudad Bolívar;Area Operativa 01 - Antioquia-Chocó;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Caribe;Atrato - Darién;Alto Atrato;1994;11;313.95;11025010;146.71619799;T3;-1.1113980716253435;34.88836898395722
1143;1144;11070020;EL ROBLE [11070020];Pluviométrica;Convencional;Activa;15/03/1977; ;1496;6.332052;-76.229145;Antioquia;Urrao;Area Operativa 01 - Antioquia-Chocó;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Caribe;Atrato - Darién;Río Murrí;1486;11;313.95;11070020;272.167710675;T16;3.261880165289257;38.284090909090914
1144;1145;11075020;URRAO [11075020];Climática Ordinaria;Convencional;Activa;15/06/1973; ;1833;6.298306;-76.14330599999998;Antioquia;Urrao;Area Operativa 01 - Antioquia-Chocó;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Caribe;Atrato - Darién;Río Murrí;1890;11;313.95;11075020;92.825691835;T18;-0.21608126721763007;35.58355614973262
1145;1146;26210080;LA HERRADURA [26210080];Pluviométrica;Convencional;Activa;15/10/1970; ;849;6.099222;-75.87397199999998;Antioquia;Concordia;Area Operativa 01 - Antioquia-Chocó;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Cauca;Directos Río Cauca entre Río San Juan y Pto Valdia;852;11;313.95;26210080;230.32907595;T918;8.71986914600551;42.52205882352941
1146;1147;26210090;ANZA [26210090];Pluviométrica;Convencional;Activa;15/10/1970; ;743;6.303139;-75.85925;Antioquia;Anzá;Area Operativa 01 - Antioquia-Chocó;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Cauca;Directos Río Cauca entre Río San Juan y Pto Valdia;754;11;313.95;26210090;115.0;T919;9.563533057851242;43.17713903743316
1147;1148;26210110;PENALISA [26210110];Pluviométrica;Convencional;Activa;15/04/1971; ;552;5.934917;-75.86116699999998;Antioquia;Salgar;Area Operativa 01 - Antioquia-Chocó;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Cauca;Río San Juan;554;11;313.95;26210110;185.0830792;T920;11.28529614325069;44.51403743315508
1148;1149;26210140;ALTAMIRA [26210140];Pluviométrica;Convencional;Activa;15/04/1975; ;1816;6.2188;-75.9449;Antioquia;Betulia;Area Operativa 01 - Antioquia-Chocó;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Cauca;Directos Río Cauca entre Río San Juan y Pto Valdia;1792;11;313.95;26210140;149.09807707;T922;0.6275826446281;36.23863636363637
1149;1150;26215010;CONCORDIA [26215010];Pluviométrica;Convencional;Activa;15/06/1970; ;2032;6.039556;-75.919528;Antioquia;Concordia;Area Operativa 01 - Antioquia-Chocó;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Cauca;Directos Río Cauca entre Río San Juan y Pto Valdia;1978;11;313.95;26215010;137.673055;T923;-0.9736570247933877;34.99532085561498
1150;1151;23080640;MARINILLA [23080640];Pluviométrica;Convencional;Activa;15/06/1973; ;2088;6.164769;-75.31728099999998;Antioquia;Marinilla;Area Operativa 01 - Antioquia-Chocó;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Medio Magdalena;Río Nare;2096;11;313.95;23080640;154.86655435;T472;-1.9894972451790627;34.20655080213904
1151;1152;23080650;CAMPOALEGRE [23080650];Pluviométrica;Convencional;Activa;15/06/1973; ;2183;6.073778;-75.335611;Antioquia;Carmen De Viboral;Area Operativa 01 - Antioquia-Chocó;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Medio Magdalena;Río Nare;2188;11;313.95;23080650;148.03477005;T473;-2.781508264462809;33.591577540106954
1152;1153;23087260;COLTEPUNTO RNS 19 [23087260];Limnimétrica;Convencional;Activa;15/08/1977; ;280;6.168917;-75.357417;Antioquia;Rionegro;Area Operativa 01 - Antioquia-Chocó;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Medio Magdalena;Río Nare;2075;11;313.95;23080640;154.86655435;T472;-1.8087121212121204;34.34692513368984
1153;1154;23087660;PUENTE LA FERIA [23087660];Limnigráfica;Convencional;Activa;15/05/1992; ;2100;6.172667;-75.337861;Antioquia;Marinilla;Area Operativa 01 - Antioquia-Chocó;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Medio Magdalena;Río Nare;2082;11;313.95;23080640;154.86655435;T472;-1.8689738292011011;34.30013368983957
1154;1155;23087670;RIOTEX [23087670];Limnigráfica;Automática con Telemetría. Convencional;Activa;15/03/1992; ;2114;6.18125;-75.366389;Antioquia;Rionegro;Area Operativa 01 - Antioquia-Chocó;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Medio Magdalena;Río Nare;2090;11;313.95;23080640;154.86655435;T472;-1.9378443526170792;34.2466577540107
1155;1156;26170150;PUEBLORRICO [26170150];Pluviométrica;Convencional;Activa;15/09/1970; ;1819;5.791056;-75.838806;Antioquia;Pueblorrico;Area Operativa 01 - Antioquia-Chocó;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Cauca;Río Frío y Otros Directos al Cauca;1813;11;313.95;26170150;157.55;T895;0.4467975206611578;36.098262032085564
1156;1157;26170190;EL DIQUE [26170190];Pluviométrica;Convencional;Activa;15/09/1970; ;922;5.803861;-75.723611;Antioquia;Jericó;Area Operativa 01 - Antioquia-Chocó;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Cauca;Río Frío y Otros Directos al Cauca;920;11;313.95;26170190;172.41653875;T897;8.134469696969697;42.06751336898396
1157;1158;26175040;HACIENDA TUNEZ [26175040];Climática Ordinaria;Automática con Telemetría. Convencional;Activa;15/04/1975; ;604;5.80025;-75.65097199999998;Antioquia;Fredonia;Area Operativa 01 - Antioquia-Chocó;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Cauca;Directos Río Cauca  entre Río San Juan y  Pto Valdivia;590;11;313.95;26175040;149.0941305;T901;10.975378787878789;44.273395721925134
1158;1159;26180170;LA UNION [26180170];Pluviométrica;Convencional;Activa;15/05/1970; ;2530;5.998333;-75.381389;Antioquia;La Unión;Area Operativa 01 - Antioquia-Chocó;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Cauca;Río Arma;2529;11;313.95;26180170;177.8430725;T903;-5.71711432506887;31.312165775401073
1159;1160;26180200;MONTEBELLO [26180200];Pluviométrica;Convencional;Activa;15/10/1970; ;2129;5.9503;-75.5369;Antioquia;Montebello;Area Operativa 01 - Antioquia-Chocó;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Cauca;Río Arma;2136;11;313.95;26180200;132.083963;T906;-2.3338498622589525;33.93917112299466
1160;1161;26185020;MESOPOTAMIA [26185020];Climática Ordinaria;Automática con Telemetría. Convencional;Activa;15/06/1970; ;2408;5.886361;-75.318639;Antioquia;La Unión;Area Operativa 01 - Antioquia-Chocó;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Cauca;Río Arma;2374;11;313.95;26185020;150.0089716;T908;-4.382747933884296;32.348262032085564
1161;1162;26200130;BOLOMBOLO [26200130];Pluviométrica;Convencional;Activa;15/05/1980; ;530;5.9681;-75.8374;Antioquia;Venecia;Area Operativa 01 - Antioquia-Chocó;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Cauca;Directos Río Cauca  entre Río San Juan y  Pto Valdivia;559;11;313.95;26200130;137.98330315;T914;11.242252066115704;44.480614973262036
1162;1163;26205080;LA ALDEA [26205080];Meteorológica Especial;Convencional;Activa;15/09/1990; ;1737;6.341056;-75.700944;Antioquia;Medellín;Area Operativa 01 - Antioquia-Chocó;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Cauca;Directos Río Cauca  entre Río San Juan y  Pto Valdivia;1684;11;313.95;26205080;148.3123053;T1526;1.5573347107438025;36.9605614973262
1163;1164;26207030;PUENTE IGLESIAS [26207030];Limnigráfica;Automática con Telemetría. Convencional;Activa;15/07/1978; ;655;5.829944;-75.7055;Antioquia;Fredonia;Area Operativa 01 - Antioquia-Chocó;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Cauca;Directos Río Cauca  entre Río San Juan y  Pto Valdivia;574;11;313.95;26170190;172.41653875;T897;11.113119834710744;44.38034759358289
1164;1165;27010770;EL CHUSCAL [27010770];Pluviométrica;Convencional;Activa;15/08/1970; ;2227;6.178333;-75.705083;Antioquia;Heliconia;Area Operativa 01 - Antioquia-Chocó;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Cauca;Directos Río Cauca  entre Río San Juan y  Pto Valdivia;2228;11;313.95;27010770;183.518426;T947;-3.125860881542699;33.32419786096257
1165;1166;27010810;SANTA ELENA [27010810];Climática Ordinaria;Automática con Telemetría. Convencional;Activa;15/08/1970; ;2707;6.196889;-75.51675;Antioquia;Medellín;Area Operativa 01 - Antioquia-Chocó;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Nechí;Río Porce;2706;11;313.95;27010810;125.1892415;T949;-7.240874655647382;30.12901069518717
1166;1167;27011110;ASTILLEROS [27011110];Pluviométrica;Convencional;Activa;15/10/1990; ;2450;6.257306;-75.675861;Antioquia;Medellín;Area Operativa 01 - Antioquia-Chocó;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Nechí;Río Porce;2414;11;313.95;27011110;142.41171625;T1527;-4.727100550964186;32.08088235294118
1167;1168;27011120;LA IGUANA [27011120];Pluviográfica;Convencional;Activa;15/10/1990; ;2300;6.316278;-75.657528;Antioquia;Medellín;Area Operativa 01 - Antioquia-Chocó;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Nechí;Río Porce;2290;11;313.95;27011120;149.3482276;T1528;-3.659607438016528;32.909759358288774
1168;1169;27011270;LAURELES-MEDELLIN [27011270];Pluviográfica;Convencional;Activa;01/06/2011; ;1512;6.246417;-75.59105599999998;Antioquia;Medellín;Area Operativa 01 - Antioquia-Chocó;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Nechí;Río Porce;1488;11;313.95;27015330;126.09700044;T965;3.2446625344352626;38.27072192513369
1169;1170;27015070;AEROPUERTO OLAYA HERRERA [27015070];Sinóptica Principal;Convencional;Activa;15/09/1940; ;1500;6.220611;-75.588972;Antioquia;Medellín;Area Operativa 01 - Antioquia-Chocó;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Nechí;Río Porce;1493;11;313.95;27015330;126.09700044;T965;3.2016184573002766;38.237299465240646
1170;1171;27015090;TULIO OSPINA [27015090];Climática Ordinaria;Convencional;Activa;15/09/1950; ;1453;6.319694;-75.55325;Antioquia;Bello;Area Operativa 01 - Antioquia-Chocó;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Nechí;Río Porce;1437;11;313.95;27015090;120.59623649;T960;3.683712121212122;38.611631016042786
1171;1172;27015260;LA SALADA [27015260];Agrometeorológica;Automática con Telemetría. Convencional;Activa;15/07/1984; ;1923;6.048361;-75.624667;Antioquia;Caldas;Area Operativa 01 - Antioquia-Chocó;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Nechí;Río Porce;1895;11;313.95;27015260;149.42438175;T964;-0.2591253443526163;35.55013368983957
1172;1173;23070010;CLARO DE LUNA [23070010];Pluviométrica;Convencional;Activa;15/04/1987; ;3347;5.861417;-74.762028;Antioquia;Sonsón;Area Operativa 10 - Tolima;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Medio Magdalena;Directos Magdalena Medio entre ríos La Miel y Nare;321;11;313.95;23070010;172.3740175;T1464;13.291150137741047;46.07152406417112
1173;1174;23070020;RIO CLARO [23070020];Pluviográfica;Convencional;Activa;01/09/2009; ;449;5.855528;-74.84836099999998;Antioquia;Sonsón;Area Operativa 01 - Antioquia-Chocó;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Medio Magdalena;Directos Magdalena Medio entre ríos La Miel y Nare;416;11;313.95;23070020;215.9733488;T470;12.47331267217631;45.43649732620321
1174;1175;23080750;COCORNA [23080750];Pluviométrica;Convencional;Activa;15/05/1975; ;1280;6.053333;-75.18261099999998;Antioquia;Cocorná;Area Operativa 01 - Antioquia-Chocó;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Medio Magdalena;Río Nare;1258;11;313.95;23080750;172.5;T475;5.224690082644629;39.80815508021391
1175;1176;23080810;EL JORDAN [23080810];Pluviométrica;Convencional;Activa;15/11/1982; ;820;6.1579;-75.03879999999998;Antioquia;San Carlos;Area Operativa 01 - Antioquia-Chocó;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Medio Magdalena;Río Nare;1133;11;313.95;23080810;199.8716376;T477;6.3007920110192845;40.64371657754011
1176;1177;23080820;TAFETANES [23080820];Pluviométrica;Convencional;Activa;15/05/1983; ;1940;6.146722;-75.11775;Antioquia;Granada;Area Operativa 01 - Antioquia-Chocó;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Medio Magdalena;Río Nare;1936;11;313.95;23080820;172.3363596;T478;-0.6120867768595034;35.27606951871658
1177;1178;23080920;SANTUARIO [23080920];Pluviométrica;Convencional;Activa;15/05/1992; ;2138;6.13388;-75.274;Antioquia;Santuario;Area Operativa 01 - Antioquia-Chocó;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Medio Magdalena;Río Nare;2133;11;313.95;23080640;154.86655435;T472;-2.3080234159779605;33.95922459893048
1178;1179;23085110;EL PENOL [23085110];Climática Ordinaria;Convencional;Activa;15/06/1973; ;2022;6.213889;-75.241389;Antioquia;Peñol;Area Operativa 01 - Antioquia-Chocó;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Medio Magdalena;Río Nare;2025;11;313.95;23085110;142.450119925;T481;-1.378271349862258;34.68114973262033
1179;1180;23085140;SAN FRANCISCO [23085140];Pluviométrica;Convencional;Activa;15/06/1973; ;1325;5.963806;-75.100694;Antioquia;San Francisco;Area Operativa 01 - Antioquia-Chocó;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Medio Magdalena;Río Nare;1306;11;313.95;23085140;190.4172254;T482;4.811466942148761;39.487299465240646
1180;1181;23085160;CORRIENTES [23085160];Climática Ordinaria;Automática con Telemetría. Convencional;Activa;15/05/1975; ;1965;6.311944;-75.253556;Antioquia;San Vicente;Area Operativa 01 - Antioquia-Chocó;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Medio Magdalena;Río Nare;1953;11;313.95;23085160;156.331140875;T483;-0.7584366391184565;35.162433155080215
1181;1182;23085220;SAN CARLOS [23085220];Climática Principal;Automática con Telemetría. Convencional;Activa;15/05/1983; ;1113;6.157667;-75.038917;Antioquia;San Carlos;Area Operativa 01 - Antioquia-Chocó;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Medio Magdalena;Río Nare;1133;11;313.95;23085220;156.3852363;T484;6.3007920110192845;40.64371657754011
1182;1183;23087200;PAILANIA [23087200];Limnimétrica;Convencional;Activa;15/07/1973; ;285;5.974694;-75.11713899999998;Antioquia;Cocorná;Area Operativa 01 - Antioquia-Chocó;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Medio Magdalena;Río Nare;796;11;313.95;23085140;190.4172254;T482;9.201962809917356;42.89639037433155
1183;1184;23077020;PUENTE FERROCARRIL [23077020];Limnigráfica;Convencional;Activa;15/07/1973; ;1638;6.036722;-74.63811099999998;Antioquia;Puerto Nare;Area Operativa 10 - Tolima;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Medio Magdalena;Directos Magdalena Medio entre ríos La Miel y Nare;139;11;313.95;23115010;157.456942;T496;14.857954545454547;47.288101604278076
1184;1185;23080720;CANTERAS [23080720];Pluviométrica;Convencional;Activa;15/03/1979; ;1723;6.276167;-74.674333;Antioquia;Puerto Nare;Area Operativa 10 - Tolima;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Medio Magdalena;Río Nare;157;11;313.95;23080720;159.35461036;T1465;14.702995867768596;47.167780748663105
1185;1186;23087230;PUERTO BELLO  - AUT [23087230];Limnimétrica;Automática con Telemetría. Convencional;Activa;15/06/1979; ;1729;6.211972;-74.607111;Antioquia;Puerto Nare;Area Operativa 10 - Tolima;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Medio Magdalena;Río Nare;135;11;313.95;23080720;159.35461036;T1465;14.892389807162536;47.31483957219251
1186;1187;23097040;PUERTO INMARCO [23097040];Limnigráfica;Convencional;Activa;15/06/1973; ;1371;6.2215;-74.569556;Antioquia;Puerto Nare;Area Operativa 10 - Tolima;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Medio Magdalena;Rió San Bartolo y otros directos al Magdalena Medio;128;11;313.95;23080720;159.35461036;T1465;14.952651515151517;47.361631016042786
1187;1188;23110030;PUERTO NINO [23110030];Pluviométrica;Convencional;Activa;15/08/1974; ;150;5.937528;-74.421778;Boyacá;Puerto Boyacá;Area Operativa 10 - Tolima;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Medio Magdalena;Directos al Magdalena Medio entre ríos Negro;186;11;313.95;23110030;155.23861569;T493;14.453340220385677;46.973930481283425
1188;1189;23110040;TRIQUE EL [23110040];Pluviométrica;Convencional;Activa;15/08/1974; ;179;5.880889;-74.568342;Boyacá;Puerto Boyacá;Area Operativa 10 - Tolima;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Medio Magdalena;Directos al Magdalena Medio entre ríos Negro;147;11;313.95;23110040;172.4193505;T494;14.789084022038567;47.2346256684492
1189;1190;23110060;PADILLA [23110060];Pluviométrica;Convencional;Activa;15/05/1984; ;171;6.193611;-74.333056;Santander;Cimitarra;Area Operativa 08 - Santanderes-Arauca;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Medio Magdalena;Directos al Magdalena Medio entre ríos Negro;157;11;313.95;23110060;329.101089;T495;14.702995867768596;47.167780748663105
1190;1191;23115010;PUERTO BOYACA [23115010];Climática Ordinaria;Convencional;Activa;15/08/1974; ;350;5.978333;-74.56666699999998;Boyacá;Puerto Boyacá;Area Operativa 10 - Tolima;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Medio Magdalena;Directos al Magdalena Medio entre ríos Negro;141;11;313.95;23115010;157.456942;T496;14.840736914600551;47.274732620320854
1191;1192;23120220;PRADERA LA [23120220];Pluviométrica;Convencional;Activa;15/08/1980; ;2590;5.870833;-73.91333299999998;Santander;Jesús María;Area Operativa 08 - Santanderes-Arauca;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Medio Magdalena;Río Carare (Minero);2536;11;313.95;23120220;138.68146562;T501;-5.777376033057851;31.265374331550806
1192;1193;23125120;CIMITARRA [23125120];Climática Ordinaria;Convencional;Activa;15/04/1975; ;198;6.308611;-73.952222;Santander;Cimitarra;Area Operativa 08 - Santanderes-Arauca;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Medio Magdalena;Río Carare (Minero);181;11;313.95;23125120;215.89697362;T509;14.496384297520661;47.00735294117647
1193;1194;23125130;LANDAZURI [23125130];Pluviométrica;Convencional;Activa;15/04/1975; ;935;6.221389;-73.80888899999998;Santander;Landázuri;Area Operativa 08 - Santanderes-Arauca;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Medio Magdalena;Río Carare (Minero);926;11;313.95;23125130;161.2912743;T510;8.082816804407715;42.0274064171123
1194;1195;24010210;JESUS MARIA [24010210];Pluviométrica;Convencional;Activa;15/03/1958; ;1920;5.873333;-73.781667;Santander;Jesús María;Area Operativa 08 - Santanderes-Arauca;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Sogamoso;Río Suárez;1898;11;313.95;24010210;154.17883825;T574;-0.28495179063360804;35.530080213903744
1195;1196;24010640;BOLIVAR [24010640];Pluviométrica;Convencional;Activa;15/03/1974; ;2165;5.986111;-73.77083299999998;Santander;Bolivar;Area Operativa 08 - Santanderes-Arauca;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Sogamoso;Río Suárez;2146;11;313.95;24010640;185.093246925;T579;-2.419938016528925;33.87232620320856
1196;1197;24010670;SUCRE [24010670];Pluviométrica;Convencional;Activa;15/02/1974; ;2270;5.919722;-73.796389;Santander;Sucre;Area Operativa 08 - Santanderes-Arauca;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Sogamoso;Río Suárez;2320;11;313.95;24010670;168.01383988;T582;-3.9178719008264458;32.70922459893048
1197;1198;24010820;GUAVATA [24010820];Pluviométrica;Convencional;Activa;15/08/1980; ;218;5.961389;-73.7025;Santander;Guavatá;Area Operativa 08 - Santanderes-Arauca;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Sogamoso;Río Suárez;1912;11;313.95;24010820;115.03269059;T587;-0.40547520661156944;35.43649732620321
1198;1199;24017590;PUENTE NACIONAL - AUT [24017590];Limnigráfica;Automática con Telemetría. Convencional;Activa;15/02/1974; ;1650;5.872778;-73.677778;Santander;Puente Nacional;Area Operativa 08 - Santanderes-Arauca;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Sogamoso;Río Suárez;1593;11;313.95;24010750;108.0853168;T584;2.340736914600552;37.56885026737968
1199;1200;24010110;COMODA LA [24010110];Pluviométrica;Convencional;Activa;15/02/1954; ;1520;6.076944;-73.469167;Boyacá;Santana;Area Operativa 08 - Santanderes-Arauca;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Sogamoso;Río Suárez;1499;11;313.95;24010110;135.000912125;T571;3.149965564738293;38.19719251336899
1200;1201;24010240;OIBA [24010240];Pluviométrica;Convencional;Activa;15/11/1958; ;1400;6.2625;-73.30333299999998;Santander;Oiba;Area Operativa 08 - Santanderes-Arauca;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Sogamoso;Río Suárez;1432;11;313.95;24010240;178.17983459;T576;3.7267561983471085;38.64505347593583
1201;1202;24010650;OLIVAL [24010650];Pluviométrica;Convencional;Activa;15/11/1973; ;1502;6.151389;-73.341667;Santander;Suaita;Area Operativa 08 - Santanderes-Arauca;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Sogamoso;Río Suárez;1503;11;313.95;24010650;137.8683296;T580;3.115530303030304;38.17045454545455
1202;1203;24010710;MONIQUIRA [24010710];Pluviométrica;Convencional;Activa;15/04/1974; ;1764;5.852167;-73.576417;Boyacá;Moniquirá;Area Operativa 06 - Boyacá-Casanare-Vichada;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Sogamoso;Río Suárez;1723;11;313.95;24010710;154.8812019;T583;1.2215909090909098;36.69986631016043
1203;1204;24010750;MIRAVALLES [24010750];Pluviométrica;Convencional;Activa;15/02/1974; ;1730;5.925833;-73.609167;Boyacá;Moniquirá;Area Operativa 08 - Santanderes-Arauca;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Sogamoso;Río Suárez;1549;11;313.95;24010750;108.0853168;T584;2.719524793388431;37.86296791443851
1204;1205;24010760;SUAITA [24010760];Pluviométrica;Convencional;Activa;15/03/1958; ;1660;6.099;-73.441389;Santander;Suaita;Area Operativa 08 - Santanderes-Arauca;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Sogamoso;Río Suárez;1660;11;313.95;24010760;149.447620835;T585;1.7639462809917363;37.12098930481284
1205;1206;24010850;PALMA LA [24010850];Pluviométrica;Convencional;Activa;15/08/1980; ;2100;5.868;-73.38383299999998;Santander;Gámbita;Area Operativa 06 - Boyacá-Casanare-Vichada;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Sogamoso;Río Suárez;2097;11;313.95;24010850;122.58016129;T590;-1.9981060606060599;34.19986631016043
